RegionName,StateName,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11
"Urban Honolulu, HI",HI,7.06,6.61,6.51,7.89,8.99,9.54,9.36,8.35,6.33,4.95,5.05,4.31,4.13,3.85,4.04,4.22,4.77,5.23,5.14,4.86,5.32,5.6,5.78,5.87,6.15,6.42,6.7,7.34,7.25,7.98,8.44,8.72,8.07,7.16,6.88,7.8,8.26,8.53,8.62,8.17,7.71,5.96,4.5,3.94,3.76,3.58,3.3,2.94,2.66,2.75,2.57,2.39,2.02,1.47,1.38,1.65,1.83,1.93,2.2
"Tulsa, OK",OK,4.86,4.68,4.77,5.23,6.42,6.7,6.61,6.15,5.96,6.33,5.78,5.6,5.5,5.41,5.14,4.95,5.05,5.32,5.69,6.06,5.87,6.24,6.51,6.79,7.34,9.08,9.17,9.27,9.36,8.9,7.61,6.88,7.06,7.71,8.44,8.35,8.07,7.89,7.98,8.62,8.26,7.52,6.97,7.25,8.17,8.99,8.81,8.72,7.8,7.43,7.16,8.53,9.45,9.54,9.63,9.72,9.91,9.82,10
"Fresno, CA",CA,4.31,3.21,1.83,1.93,3.12,3.39,3.3,2.84,3.03,2.66,3.76,3.49,4.04,2.75,2.48,3.85,4.77,6.15,6.42,6.61,6.33,6.51,6.7,6.79,6.88,7.06,7.25,7.52,7.89,8.44,7.98,8.07,8.35,8.72,8.9,9.08,9.27,9.45,9.82,10,9.91,9.72,9.63,9.54,9.36,9.17,8.53,8.26,7.8,7.71,7.43,7.16,6.97,7.34,7.61,8.17,8.62,8.81,8.99
"Worcester, MA",MA,3.12,3.49,4.13,3.58,2.94,3.67,5.41,6.24,6.33,6.06,5.96,5.5,5.05,4.86,4.68,3.76,4.5,5.32,6.15,6.42,6.51,6.61,6.7,6.97,7.16,6.88,6.79,7.06,7.43,7.52,7.25,7.34,7.61,7.71,7.8,7.89,8.44,8.72,9.08,9.91,10,9.82,8.9,8.35,8.07,7.98,8.17,8.26,8.53,8.62,8.81,8.99,9.45,9.72,9.54,9.36,9.17,9.27,9.63
"Stamford, CT",CT,6.24,5.32,4.4,4.04,3.85,3.67,3.94,5.05,5.69,5.96,5.78,5.6,4.31,3.3,2.2,1.56,1.01,1.65,2.48,3.03,3.49,3.76,4.13,5.5,6.79,7.61,9.17,9.63,9.72,9.08,7.89,7.43,7.71,8.26,8.53,8.99,8.9,8.44,8.35,9.36,9.82,10,9.91,9.54,8.81,7.98,8.17,8.72,9.45,9.27,8.62,7.52,7.25,7.06,6.97,7.16,7.34,7.8,8.07
"Albuquerque, NM",NM,2.48,2.39,1.93,2.2,2.57,3.03,3.39,4.22,4.31,4.59,5.23,5.6,5.69,5.5,5.32,5.41,5.78,5.87,6.15,6.24,6.33,6.61,6.7,6.79,7.16,7.25,6.97,6.88,7.06,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.62,8.9,9.17,9.27,9.08,8.81,8.53,8.26,8.17,8.35,8.44,8.72,8.99,9.36,9.45,9.54,9.63,9.72,9.82,9.91,10
"Albany, NY",NY,5.05,5.14,5.23,4.22,3.39,3.58,4.59,5.32,5.41,5.69,5.78,5.96,5.6,5.5,5.87,6.15,6.33,6.06,6.24,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.89,8.07,8.62,8.53,8.81,8.99,9.36,9.63,9.72,9.54,9.45,9.17,9.27,9.82,10,9.91,9.08,8.9,8.72,8.35,8.17,8.26,8.44,7.98,7.61,7.43,7.52,7.71,7.8,7.34,7.25,7.16
"Omaha, NE",NE,4.68,4.77,4.86,4.95,5.05,5.23,5.14,5.32,5.6,5.87,6.24,6.33,6.06,5.78,5.5,5.41,5.69,5.96,6.51,6.42,6.15,6.61,6.7,6.79,6.88,6.97,7.06,7.25,7.43,7.34,7.16,7.52,7.61,7.71,7.8,8.17,8.9,9.63,9.91,10,9.82,9.72,9.45,9.27,9.36,8.99,9.08,8.72,8.44,8.26,7.89,7.98,8.07,8.35,8.53,8.62,8.81,9.17,9.54
"New Haven, CT",CT,3.94,3.67,3.85,3.76,3.03,2.75,2.94,4.13,4.95,5.14,5.05,4.59,4.31,3.49,3.3,2.66,2.84,3.21,4.5,4.86,5.23,5.41,5.6,5.87,6.06,6.33,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.26,9.17,9.54,9.27,8.44,8.62,8.53,9.08,9.36,9.45,9.72,8.9,8.81,8.35,8.72,8.99,9.82,9.63,9.91,10
"Bakersfield, CA",CA,5.78,4.77,3.12,3.03,3.76,3.49,2.84,2.48,2.29,2.57,2.2,2.02,1.74,1.56,1.28,1.19,1.38,1.93,2.11,2.39,2.66,2.94,3.3,3.21,3.39,3.94,4.31,3.67,3.58,4.68,5.6,6.51,6.97,6.42,5.87,6.15,7.06,8.07,8.72,8.81,8.9,8.35,8.17,7.89,7.25,6.88,6.79,7.16,7.61,7.52,7.43,7.98,8.99,9.82,10,9.91,9.63,9.36,9.17
"Knoxville, TN",TN,4.5,4.77,4.86,5.14,5.23,4.95,5.05,5.32,5.41,5.5,5.69,5.78,5.87,5.6,5.96,6.06,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,8.26,8.81,8.62,9.27,9.63,10,9.82,9.54,9.36,8.72,8.53,7.98,8.07,8.35,8.99,9.08,8.9,8.17,8.44,9.17,9.45,9.72,9.91
"Greenville, SC",SC,4.95,4.68,4.4,4.22,4.59,5.14,5.23,5.32,5.41,5.78,5.96,5.87,5.6,5.5,5.69,6.06,6.42,6.51,6.24,6.15,6.33,6.61,6.7,6.79,6.88,6.97,7.06,7.25,7.89,7.8,7.43,7.34,7.52,7.98,8.62,8.81,9.27,9.45,9.72,9.91,10,9.82,9.63,9.54,9.36,9.17,9.08,8.99,8.9,8.72,8.44,8.26,7.61,8.17,8.35,8.53,8.07,7.71,7.16
"Ventura, CA",CA,2.2,2.29,3.03,5.14,6.33,5.78,3.94,3.76,3.85,4.5,5.32,4.68,4.13,3.3,3.58,3.67,4.77,4.86,5.87,5.05,5.41,5.5,5.69,6.24,6.7,7.06,7.43,7.25,7.61,7.8,8.99,9.36,9.72,8.9,8.26,8.72,9.08,9.17,9.27,9.82,9.63,8.44,7.34,6.79,6.06,4.59,4.22,4.31,3.49,3.21,2.94,2.84,3.12,4.04,4.95,5.6,5.23,6.15,6.42
"Allentown, PA",PA,3.67,3.49,2.75,2.2,2.11,2.39,2.66,4.22,5.23,5.69,5.6,5.05,4.5,3.94,3.85,4.04,4.86,5.41,6.06,6.24,6.33,6.61,6.7,6.88,6.79,6.97,7.06,7.16,7.52,7.71,7.43,7.25,7.34,7.61,7.8,7.89,7.98,8.07,8.17,8.26,9.45,10,9.91,9.72,9.08,8.62,8.53,8.72,8.9,8.81,8.44,8.35,8.99,9.17,9.63,9.36,9.27,9.54,9.82
"El Paso, TX",TX,1.19,1.28,2.75,3.76,3.94,3.21,2.94,3.3,3.49,2.29,1.93,1.38,2.11,1.47,1.65,2.02,4.04,5.6,6.97,7.61,7.52,7.25,6.61,5.32,4.4,4.59,4.95,5.78,5.69,6.33,6.51,7.06,7.43,7.89,8.07,8.26,8.9,9.17,9.54,9.91,9.72,9.27,8.44,7.8,7.71,7.98,8.17,8.53,8.62,8.81,8.35,8.72,8.99,9.08,9.36,9.45,9.63,9.82,10
"Baton Rouge, LA",LA,5.96,4.77,4.4,3.67,3.49,3.85,4.22,4.95,5.69,6.06,6.97,7.25,7.06,6.33,6.42,6.88,7.71,7.8,8.17,8.53,8.72,8.9,8.99,9.17,9.54,9.82,9.91,10,9.72,9.63,9.45,9.36,9.27,9.08,8.81,8.62,7.98,7.61,7.52,8.07,8.44,8.35,7.34,6.7,6.61,6.24,5.87,5.32,5.23,4.5,3.76,3.58,4.04,4.86,5.41,4.59,4.13,4.31,5.78
"Dayton, OH",OH,3.94,4.31,4.4,4.68,4.95,5.14,5.23,5.41,5.32,5.5,5.6,5.69,6.15,6.24,6.06,5.78,5.87,5.96,6.33,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.26,8.9,9.27,9.08,8.72,8.35,8.44,8.53,8.62,8.81,8.99,9.17,9.36,9.45,9.54,9.63,9.72,9.82,9.91,10
"McAllen, TX",TX,0.83,1.1,1.47,2.66,3.67,4.4,2.84,3.03,3.3,4.68,5.32,5.78,4.5,4.59,5.5,6.97,8.07,7.98,7.61,7.16,7.8,8.35,8.17,7.25,7.06,6.7,5.05,1.83,2.2,4.77,8.44,9.17,10,9.82,9.91,9.54,7.34,5.87,2.48,2.75,3.85,6.33,7.52,8.53,9.36,8.99,9.63,8.72,8.26,6.61,6.79,7.89,9.27,9.45,8.62,8.81,8.9,9.08,9.72
"Columbia, SC",SC,5.69,4.68,4.5,4.86,5.78,6.15,6.06,5.87,5.5,5.14,5.23,4.95,4.31,4.04,3.94,4.4,5.6,6.24,6.33,6.42,6.61,6.88,7.06,7.16,6.97,6.7,6.51,6.79,7.25,7.61,7.8,7.52,7.34,7.43,7.71,7.89,7.98,8.07,8.17,8.26,8.35,8.44,8.53,8.62,8.81,8.9,9.08,8.72,8.99,9.17,9.45,10,9.91,9.63,9.27,9.36,9.54,9.72,9.82
"Greensboro, NC",NC,2.75,2.84,3.12,3.39,3.76,4.31,4.59,4.95,5.23,5.5,5.6,5.69,5.78,5.87,5.96,6.06,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.98,7.89,7.8,8.07,8.17,8.26,8.44,8.99,9.08,9.17,9.27,8.9,8.53,8.35,8.62,8.72,8.81,9.36,9.54,9.45,9.63,9.72,9.82,9.91,10
"Akron, OH",OH,4.13,4.31,4.86,5.23,5.41,5.05,4.95,5.14,5.6,5.78,6.15,6.24,5.96,6.06,5.87,5.69,5.32,5.5,6.33,6.42,6.7,6.51,6.61,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,8.17,8.81,9.17,9.08,8.9,8.99,8.72,8.35,7.89,8.26,8.53,8.44,8.07,7.98,8.62,9.27,9.82,9.91,10,9.72,9.63,9.45,9.36,9.54
"North Port-Sarasota-Bradenton, FL",FL,6.61,7.25,8.35,8.72,9.54,10,9.82,9.45,9.17,9.36,9.72,9.91,9.63,9.27,9.08,8.99,8.9,8.81,8.62,8.53,8.17,7.89,6.7,6.24,5.05,3.76,3.03,2.39,2.48,2.66,3.21,3.39,4.4,4.86,4.77,4.31,4.68,5.23,5.5,5.78,5.69,5.14,5.41,5.87,6.06,4.95,3.85,3.94,4.13,4.5,3.67,3.49,3.3,3.12,2.94,2.75,2.57,3.58,5.96
"Little Rock, AR",AR,4.31,4.86,4.77,3.58,2.02,1.74,2.2,4.13,4.95,5.23,5.05,5.5,5.78,6.06,5.96,6.33,6.7,6.88,6.42,5.87,6.15,6.24,6.97,6.51,6.61,6.79,7.06,7.16,7.34,7.52,7.61,7.8,7.71,7.43,7.25,7.89,8.26,9.36,9.63,9.08,9.17,9.54,9.82,9.72,9.45,8.99,8.9,8.81,8.44,8.07,7.98,8.17,8.72,8.53,8.35,8.62,9.27,9.91,10
"Stockton, CA",CA,3.3,2.84,2.48,2.57,2.66,3.12,3.03,2.94,3.21,4.4,5.6,5.96,5.78,4.68,3.85,4.22,5.5,6.24,6.61,6.06,6.51,7.43,7.61,6.97,6.79,7.34,8.07,8.53,8.9,9.17,9.72,9.63,9.27,9.08,8.99,9.45,9.54,9.91,10,9.82,9.36,8.81,8.72,8.17,7.98,7.16,6.15,5.41,4.5,3.76,3.39,3.49,4.04,4.77,4.95,5.23,5.14,5.05,4.86
"Charleston, SC",SC,6.7,6.61,6.24,5.96,6.33,6.97,7.06,6.79,6.15,5.41,4.86,4.68,4.4,4.59,4.77,5.32,6.51,6.88,7.34,7.43,7.61,7.8,7.89,8.07,7.98,8.26,8.9,9.36,9.54,9.08,8.53,8.35,8.44,8.72,8.81,9.17,9.91,9.72,10,9.63,9.82,9.45,9.27,8.99,8.62,8.17,7.71,7.52,7.25,7.16,6.42,5.87,5.5,5.69,5.6,5.05,5.14,5.23,5.78
"Syracuse, NY",NY,5.23,4.59,4.22,4.77,4.31,4.95,5.05,5.5,4.86,4.68,3.58,3.49,3.67,3.76,3.3,2.66,2.48,2.75,5.32,6.42,6.79,6.7,6.61,6.51,6.88,6.97,7.06,7.16,7.71,7.61,7.43,7.25,7.34,7.52,7.8,7.89,8.26,7.98,8.07,8.17,8.35,8.44,8.53,8.62,8.72,8.81,8.9,8.99,9.08,9.17,9.27,9.36,9.45,9.91,10,9.82,9.54,9.63,9.72
"Colorado Springs, CO",CO,4.68,4.86,4.77,4.95,5.05,5.14,5.23,5.32,5.41,5.5,5.6,5.69,5.87,5.78,5.96,6.06,6.15,6.24,6.33,6.61,6.79,6.97,6.7,6.51,6.42,6.88,7.06,7.16,7.25,7.34,7.43,7.52,8.17,8.44,8.99,9.45,9.63,9.82,10,9.91,9.72,9.54,9.36,9.17,8.81,8.62,8.26,8.07,7.89,7.8,7.61,7.71,7.98,8.35,8.53,8.72,8.9,9.08,9.27
"Winston-Salem, NC",NC,2.39,2.57,2.94,3.76,4.4,5.14,5.23,5.05,4.86,5.5,5.6,5.69,5.96,6.24,6.33,6.06,5.87,5.78,6.15,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.26,8.62,8.9,8.99,9.17,9.27,8.81,8.44,8.35,8.53,8.72,9.08,9.36,9.45,9.54,9.63,9.72,9.82,9.91,10
"Wichita, KS",KS,4.31,4.5,4.86,4.95,5.23,5.5,5.41,5.14,5.05,5.32,5.6,5.69,5.96,5.78,5.87,6.06,6.15,6.33,6.51,6.24,6.42,6.61,6.7,6.79,6.97,6.88,7.06,7.16,7.25,7.34,7.61,7.8,7.89,7.52,7.43,7.71,7.98,8.07,8.17,8.26,8.35,8.44,8.53,8.62,8.81,8.9,8.99,8.72,9.08,9.17,9.27,9.36,9.54,9.82,9.72,9.63,9.45,9.91,10
"Springfield, MA",MA,2.75,1.93,2.11,2.48,3.12,4.22,4.68,5.6,5.87,5.78,5.69,5.41,4.95,4.4,3.67,2.94,4.04,4.86,6.06,6.24,6.33,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.52,7.43,7.61,7.71,7.8,7.89,8.07,8.72,8.99,9.27,9.36,9.17,8.81,8.53,8.26,7.98,8.17,8.35,8.44,8.62,8.9,9.08,9.45,9.72,9.54,9.63,9.82,9.91,10
"Fort Myers, FL",FL,4.86,7.25,8.17,8.9,9.63,9.82,9.72,9.08,8.53,8.62,8.81,9.27,9.54,9.45,9.17,8.99,8.44,7.89,6.79,6.24,5.23,4.68,4.4,4.31,3.03,1.28,0.64,0.83,1.38,2.39,2.57,2.66,2.84,2.75,2.48,2.11,4.13,5.78,7.61,7.98,7.71,7.34,6.97,5.96,5.6,5.05,4.77,4.5,3.76,1.93,1.01,0.46,0.55,0.92,1.65,2.2,1.74,0.73,0.37
"Boise City, ID",ID,2.84,3.03,3.85,4.5,4.68,4.4,4.13,4.86,5.23,5.5,5.87,5.78,5.69,5.6,5.96,6.06,6.42,6.61,6.33,6.15,6.24,6.51,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.61,7.8,8.07,8.44,8.62,8.72,8.9,9.27,9.54,9.72,10,9.91,9.82,9.63,9.45,9.36,9.17,8.99,9.08,8.81,8.53,7.89,7.43,7.34,7.52,7.71,7.98,8.17,8.35,8.26
"Toledo, OH",OH,4.59,3.67,2.84,2.02,1.65,2.94,3.58,5.96,5.87,6.51,6.33,6.61,5.6,4.68,4.04,4.31,5.05,5.41,6.42,6.79,6.97,7.16,7.06,6.24,5.78,6.06,6.7,6.88,7.25,7.34,7.43,7.52,7.89,8.07,8.44,8.35,8.17,7.71,7.61,7.8,8.81,9.36,9.27,8.9,8.72,8.62,8.99,9.17,9.08,8.26,7.98,8.53,9.63,9.82,10,9.91,9.72,9.54,9.45
"Madison, WI",WI,3.67,3.49,3.3,4.4,5.05,5.32,5.5,5.14,5.23,5.41,5.69,5.6,5.78,5.87,6.06,5.96,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.88,6.79,6.97,7.06,7.16,7.25,8.07,7.98,7.89,7.52,7.34,7.71,8.26,8.99,9.45,9.72,9.91,10,9.82,9.63,9.27,9.17,8.72,8.62,8.44,8.81,8.53,8.17,7.61,7.43,7.8,8.35,8.9,9.08,9.36,9.54
"Lakeland, FL",FL,4.13,4.22,3.67,3.58,4.59,5.5,5.96,5.41,3.39,2.39,2.11,3.21,5.05,6.15,6.61,6.51,6.79,6.97,7.89,8.44,8.17,7.71,7.16,6.88,6.33,5.6,5.87,6.06,5.78,6.24,6.7,7.06,7.52,7.98,7.34,7.25,7.43,8.62,9.08,9.17,9.45,9.54,9.72,9.82,9.91,9.63,9.27,8.99,8.53,8.35,8.07,8.81,8.9,8.72,7.8,7.61,8.26,9.36,10
"Ogden, UT",UT,3.76,3.85,4.5,4.95,5.23,5.32,5.14,5.05,5.41,5.5,5.87,6.06,5.78,5.69,5.6,5.96,6.15,6.24,6.33,6.42,6.51,6.61,6.79,6.7,6.97,7.43,7.34,7.16,7.71,8.53,8.72,8.81,8.99,9.08,9.17,9.36,9.45,9.63,9.82,10,9.91,9.72,9.54,9.27,8.9,8.62,8.44,8.35,8.26,7.89,7.8,7.61,7.25,6.88,7.06,7.52,8.07,7.98,8.17
"Daytona Beach, FL",FL,2.66,2.84,3.03,3.94,4.5,4.77,4.31,4.22,4.13,4.59,5.32,5.69,6.06,5.78,5.87,5.96,6.15,6.24,6.33,6.42,6.51,6.61,6.79,7.06,6.88,6.7,6.97,7.16,7.25,7.52,7.43,7.34,8.07,8.17,7.89,7.61,7.98,9.27,9.54,10,9.45,9.72,9.63,9.91,9.36,8.99,8.62,9.08,8.72,8.35,7.71,7.8,8.26,8.44,8.53,8.81,8.9,9.17,9.82
"Des Moines, IA",IA,4.68,4.77,4.86,5.05,5.32,5.41,5.23,4.95,5.14,5.5,5.6,6.15,6.24,5.96,5.69,5.87,6.42,7.06,7.61,7.52,7.43,7.34,6.88,7.25,7.16,7.71,7.89,8.35,8.81,8.9,8.99,9.08,9.36,9.54,9.72,9.45,9.17,8.72,9.27,9.82,10,9.91,9.63,8.62,8.26,8.07,7.98,8.17,8.53,8.44,7.8,6.51,5.78,6.06,6.33,6.61,6.7,6.97,6.79
"Jackson, MS",MS,4.13,3.49,3.03,4.86,5.41,5.32,4.5,4.68,5.14,5.6,6.06,6.42,7.06,6.51,5.78,5.5,5.69,5.87,6.15,5.96,6.24,6.79,7.34,7.25,6.88,6.33,6.7,6.61,6.97,7.16,7.43,7.61,7.89,8.07,7.71,7.8,8.17,8.72,9.82,10,9.91,9.27,8.81,8.9,9.08,8.99,8.62,8.44,8.26,8.35,7.52,7.98,8.53,9.17,9.54,9.45,9.63,9.36,9.72
"Youngstown, OH",OH,2.57,4.68,6.61,6.7,4.04,2.2,3.03,5.6,6.88,6.79,6.51,6.42,6.06,5.78,4.86,4.95,5.69,5.23,4.13,3.58,3.21,4.22,5.87,6.24,5.41,5.05,6.33,7.16,7.25,7.34,7.43,7.52,7.61,7.71,8.17,7.98,8.07,7.8,7.89,8.26,8.44,8.72,9.82,10,9.91,9.63,9.17,9.54,9.45,8.81,8.53,8.35,8.62,8.9,9.36,9.27,8.99,9.08,9.72
"Augusta, GA",GA,5.32,5.5,5.41,5.23,4.86,4.68,5.05,5.6,6.33,6.79,6.51,6.15,5.69,4.95,4.5,4.59,5.96,6.97,7.06,6.88,6.61,6.7,6.42,6.06,5.78,5.87,6.24,7.16,7.25,7.43,7.61,7.34,7.52,7.71,7.8,7.89,8.17,8.35,7.98,8.07,8.26,8.44,8.53,8.81,8.62,8.72,8.9,8.99,9.08,9.17,9.27,9.63,9.54,9.82,9.72,10,9.91,9.45,9.36
"Scranton, PA",PA,3.94,4.59,4.68,2.39,0.92,0.09,0.18,1.56,3.39,4.22,2.94,2.2,1.47,0.73,0.64,1.19,2.29,4.13,4.5,3.12,3.03,4.31,6.06,6.97,7.25,7.06,6.79,6.33,5.69,5.6,5.87,6.24,6.7,7.52,7.8,7.98,8.17,8.44,8.81,8.26,7.89,8.07,8.72,9.27,9.36,9.17,8.9,8.99,9.08,8.62,8.35,8.53,9.45,9.63,9.91,9.82,9.54,9.72,10
"Harrisburg, PA",PA,4.4,4.68,5.05,4.5,4.31,5.14,5.23,5.32,5.5,5.41,5.6,5.69,5.78,5.87,5.96,6.06,6.15,6.24,6.61,6.42,6.33,6.51,6.7,6.97,6.88,6.79,7.06,7.16,7.25,7.52,7.34,7.43,7.61,7.71,7.8,8.17,8.07,7.89,7.98,8.26,8.81,8.99,8.72,8.62,8.9,8.53,8.35,8.44,9.08,9.27,9.82,9.72,9.54,9.17,9.45,9.36,9.63,9.91,10
"Melbourne, FL",FL,4.4,4.68,5.05,5.32,5.5,5.78,5.87,6.15,6.61,6.79,7.06,6.88,7.34,6.97,7.8,7.61,7.71,7.25,7.16,7.52,7.89,8.35,8.9,9.17,9.63,9.91,9.82,9.27,8.72,8.53,8.99,9.36,10,9.72,8.81,8.07,8.17,8.26,8.44,9.08,9.54,9.45,8.62,7.98,7.43,6.7,6.42,6.33,5.6,5.23,4.5,4.59,5.14,5.41,5.69,6.06,6.24,6.51,5.96
"Chattanooga, TN",TN,2.94,3.3,4.5,4.86,4.95,4.77,5.14,5.32,5.41,5.6,5.96,6.79,7.06,6.61,6.06,5.78,5.5,5.69,5.87,6.24,6.51,6.88,6.42,6.15,6.33,6.7,6.97,7.16,7.25,7.34,7.43,7.71,7.89,7.98,7.52,7.61,7.8,8.07,8.17,8.44,9.45,10,9.91,9.82,9.63,9.72,9.54,9.36,9.08,8.99,9.27,9.17,8.81,8.26,8.35,8.72,8.9,8.53,8.62
"Spokane, WA",WA,3.67,4.31,4.5,4.86,5.05,5.14,5.23,5.32,5.5,5.69,5.87,5.96,6.06,5.6,5.41,5.78,6.15,6.24,6.42,6.33,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.17,8.26,8.35,8.44,8.53,8.62,8.72,8.99,9.45,9.54,9.72,9.82,10,9.91,9.63,9.36,9.27,9.17,9.08,8.81,8.9
"Provo, UT",UT,3.58,3.67,3.85,4.31,5.05,5.14,5.23,5.32,5.41,5.5,5.6,5.69,5.78,5.96,6.24,6.79,6.33,6.61,7.06,7.16,7.34,7.71,7.8,7.43,7.52,7.61,7.98,8.07,8.35,8.53,8.72,8.81,8.9,9.08,9.17,9.45,9.36,9.63,9.82,10,9.91,9.72,9.54,9.27,8.99,8.62,8.44,8.26,8.17,7.89,7.25,6.97,6.7,6.88,6.51,6.42,6.06,6.15,5.87
"Lancaster, PA",PA,4.86,5.69,5.14,4.5,4.68,6.06,5.96,5.6,5.32,5.78,5.87,4.95,4.77,4.59,5.41,5.05,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.34,7.61,7.43,7.16,7.25,7.52,7.71,7.8,7.89,8.17,8.44,8.26,8.62,8.72,8.9,8.53,7.98,8.07,8.35,8.81,8.99,9.36,9.17,9.08,9.54,9.82,9.91,9.63,10,9.72,9.45,9.27
"Modesto, CA",CA,4.68,3.85,2.48,2.39,3.03,3.39,3.21,2.84,2.94,3.58,3.67,3.49,3.12,2.66,2.29,2.75,3.3,4.04,4.13,4.31,4.95,5.32,5.6,5.69,5.87,6.06,6.33,6.51,7.16,7.71,8.62,8.81,8.53,8.72,9.08,9.45,9.63,9.72,10,9.91,9.82,9.54,8.35,7.34,6.97,6.15,5.78,5.14,4.5,4.77,4.59,5.5,5.41,6.24,7.06,7.61,8.26,8.99,9.36
"Portland, ME",ME,3.12,3.3,3.49,3.21,3.58,4.22,5.32,5.69,6.24,5.96,5.5,5.14,4.95,5.05,5.23,5.41,5.87,6.06,6.33,6.42,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.43,7.71,7.61,7.34,7.52,7.8,8.07,8.35,8.44,8.9,9.72,10,9.82,8.81,8.17,7.98,7.89,8.26,8.62,9.17,9.63,9.36,9.08,8.53,8.72,8.99,9.27,9.45,9.54,9.91
"Durham, NC",NC,3.76,4.13,4.59,4.95,5.05,5.14,5.23,5.32,5.41,5.5,5.6,5.87,6.15,6.06,5.78,5.69,5.96,6.24,6.33,6.42,6.51,6.61,6.7,6.88,6.79,6.97,7.16,7.8,8.44,8.35,8.17,8.62,8.9,9.27,9.45,9.63,9.82,9.91,10,9.72,9.54,9.36,9.17,9.08,8.99,8.81,8.72,8.53,8.26,7.98,7.43,7.71,8.07,7.89,7.61,7.52,7.34,7.25,7.06
"Santa Rosa, CA",CA,5.5,4.59,5.23,6.51,8.17,8.26,6.97,6.24,6.33,7.16,7.52,6.88,5.96,4.5,4.31,5.14,6.61,6.79,6.15,5.69,5.05,4.77,4.95,5.87,7.25,7.98,8.07,8.35,8.44,8.62,8.9,9.08,8.81,9.36,9.54,9.63,9.72,9.91,10,9.82,9.45,6.7,4.4,4.13,3.58,3.3,3.03,2.75,2.57,2.39,2.02,2.11,2.48,3.49,3.76,3.85,3.67,3.94,4.04
"Lexington, KY",KY,4.95,4.86,4.68,4.77,5.05,5.14,5.23,5.41,5.5,5.6,5.78,5.69,5.32,5.87,5.96,6.06,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.88,6.79,6.97,7.06,8.17,8.99,8.81,8.07,8.26,8.9,9.08,9.27,9.36,9.82,9.72,9.45,9.54,9.91,10,9.63,9.17,8.44,8.62,8.53,8.72,8.35,7.89,7.61,7.16,7.25,7.34,7.52,7.8,7.98,7.71,7.43
"Lafayette, LA",LA,8.72,8.81,8.53,9.08,9.82,9.91,9.54,9.36,10,9.72,9.17,8.9,8.44,8.26,8.35,8.17,7.52,6.42,5.05,5.5,6.24,6.15,5.96,7.25,7.89,8.62,7.8,7.34,5.87,3.94,3.39,3.03,3.3,3.21,2.2,1.83,2.02,2.48,2.66,2.94,4.31,7.16,6.97,4.04,2.11,1.56,1.74,1.93,1.65,1.01,0.55,1.1,2.39,3.58,4.22,4.77,4.86,5.14,4.59
"Lansing, MI",MI,5.5,5.78,5.87,5.6,4.5,2.75,2.02,3.12,2.29,2.94,3.39,5.14,5.05,4.77,4.04,3.58,5.32,6.15,6.33,6.42,6.51,6.61,6.79,6.7,6.88,6.97,7.06,7.16,7.25,7.34,7.52,7.61,7.43,7.71,7.8,7.89,7.98,8.35,8.81,9.72,9.91,10,9.45,9.17,9.08,8.99,8.72,8.62,8.44,8.26,8.07,8.17,8.53,8.9,9.27,9.54,9.36,9.63,9.82
